,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model,param_scaler,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.012722539901733398,0.01544246673657604,0.0020005226135253905,0.0006325605423880295,LinearRegression(),StandardScaler(),"{'model': LinearRegression(), 'scaler': StandardScaler()}",-14061845.621733226,-13956179.43407756,-13319655.28813111,-12130324.14551053,-13267742.458653737,-13347149.389621234,688394.2707857254,1
1,0.005039834976196289,0.0006344948604351982,0.0017867088317871094,0.0003945942297933297,LinearRegression(),MinMaxScaler(),"{'model': LinearRegression(), 'scaler': MinMaxScaler()}",-14061845.621733226,-13956179.43407756,-13319655.288131109,-12130324.145510532,-13267742.458653739,-13347149.389621234,688394.2707857249,1
