,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model,param_model__hidden_layer_sizes,param_model__n_iter_no_change,param_scaler,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
40,5.22095046043396,1.0285585291582338,0.0028002262115478516,0.0007476910795975226,"MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30)","(10, 5, 3)",30,StandardScaler(),"{'model': MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30), 'model__hidden_layer_sizes': (10, 5, 3), 'model__n_iter_no_change': 30, 'scaler': StandardScaler()}",-8874259.023459831,-8790699.266567664,-8954894.128731914,-8723156.898736734,-8682628.614650086,-8805127.586429246,99138.83287690407,13
41,5.753167057037354,2.6916387336354273,0.002210187911987305,0.0003945696358936598,"MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30)","(10, 5, 3)",30,MinMaxScaler(),"{'model': MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30), 'model__hidden_layer_sizes': (10, 5, 3), 'model__n_iter_no_change': 30, 'scaler': MinMaxScaler()}",-8891690.5404542,-99117312.79910353,-8948706.75809295,-8791261.932474066,-8741547.368729021,-26898103.87977075,36109677.88545138,52
42,3.825434160232544,1.2863744989429071,0.0023999691009521486,0.0004899406176931024,"MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30)","(20, 10, 5)",10,StandardScaler(),"{'model': MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30), 'model__hidden_layer_sizes': (20, 10, 5), 'model__n_iter_no_change': 10, 'scaler': StandardScaler()}",-8869217.838088185,-7899639.662539637,-8602940.840107495,-8726932.590043189,-8687937.643265286,-8557333.714808758,339921.85785295744,9
43,5.60341157913208,1.1747441436736168,0.002800464630126953,0.0007494781531328211,"MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30)","(20, 10, 5)",10,MinMaxScaler(),"{'model': MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30), 'model__hidden_layer_sizes': (20, 10, 5), 'model__n_iter_no_change': 10, 'scaler': MinMaxScaler()}",-8960508.345646996,-8835666.189405244,-8957843.406045428,-8792373.256883977,-8744946.755391587,-8858267.590674648,87250.23009525995,20
44,9.363213348388673,3.4604597624490405,0.002999019622802734,0.0006329422526263491,"MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30)","(20, 10, 5)",20,StandardScaler(),"{'model': MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30), 'model__hidden_layer_sizes': (20, 10, 5), 'model__n_iter_no_change': 20, 'scaler': StandardScaler()}",-8551546.137183515,-8795186.880758114,-8214596.150337758,-7947479.785332613,-7821407.28488935,-8266043.247700269,364234.9535990274,3
45,6.061357259750366,0.8134793412332963,0.003007173538208008,0.0006321773536274858,"MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30)","(20, 10, 5)",20,MinMaxScaler(),"{'model': MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30), 'model__hidden_layer_sizes': (20, 10, 5), 'model__n_iter_no_change': 20, 'scaler': MinMaxScaler()}",-8887970.736948332,-8838348.882014835,-8956951.38024278,-8795352.455851585,-8741801.027973538,-8844084.896606214,74208.56087915933,17
46,6.664032888412476,3.476006708681971,0.0033721923828125,0.0004269071707772774,"MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30)","(20, 10, 5)",30,StandardScaler(),"{'model': MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30), 'model__hidden_layer_sizes': (20, 10, 5), 'model__n_iter_no_change': 30, 'scaler': StandardScaler()}",-7862506.2850832185,-8784881.14779692,-8947576.441692477,-8741370.990819694,-7831521.501267172,-8433571.273331895,483929.69653251005,4
47,6.0790080547332765,2.853355904825357,0.00319366455078125,0.0007487181355417267,"MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30)","(20, 10, 5)",30,MinMaxScaler(),"{'model': MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30), 'model__hidden_layer_sizes': (20, 10, 5), 'model__n_iter_no_change': 30, 'scaler': MinMaxScaler()}",-8892586.35725452,-99108599.52932118,-8943390.273022339,-8794930.50973639,-8750185.707671382,-26897938.475401163,36105395.45225251,51
48,5.102827787399292,2.758086488435163,0.006207132339477539,0.0009877190507482554,"MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30)","(30, 15, 5)",10,StandardScaler(),"{'model': MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30), 'model__hidden_layer_sizes': (30, 15, 5), 'model__n_iter_no_change': 10, 'scaler': StandardScaler()}",-8426675.916259402,-8783006.036495665,-8609550.426109739,-8729377.166332167,-95243730.49617311,-25958468.00827402,34642847.28030109,48
49,6.305741500854492,0.7512578832959643,0.004725503921508789,0.0012067072023561186,"MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30)","(30, 15, 5)",10,MinMaxScaler(),"{'model': MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30), 'model__hidden_layer_sizes': (30, 15, 5), 'model__n_iter_no_change': 10, 'scaler': MinMaxScaler()}",-8911810.779570136,-8837563.216660403,-8956573.592315266,-8804789.830069259,-8736392.24455739,-8849425.932634491,77823.14620350198,18
50,7.5463110446929935,2.8517758107962186,0.005217504501342773,0.0011768895789972496,"MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30)","(30, 15, 5)",20,StandardScaler(),"{'model': MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30), 'model__hidden_layer_sizes': (30, 15, 5), 'model__n_iter_no_change': 20, 'scaler': StandardScaler()}",-8587044.944817143,-8769098.061540492,-8944678.501251359,-8719240.91634128,-7869146.457372897,-8577841.776264634,372417.94253268396,11
51,5.589580345153808,5.320056399103632,0.0032015323638916017,0.0009814092801265107,"MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30)","(30, 15, 5)",20,MinMaxScaler(),"{'model': MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30), 'model__hidden_layer_sizes': (30, 15, 5), 'model__n_iter_no_change': 20, 'scaler': MinMaxScaler()}",-8888222.917916901,-7975809.183354626,-8948121.20268478,-91916215.12521508,-95256867.15685914,-42597047.11720611,41647574.09449618,53
52,8.030294513702392,7.604297743398255,0.0025942325592041016,0.0004831596594787445,"MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30)","(30, 15, 5)",30,StandardScaler(),"{'model': MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30), 'model__hidden_layer_sizes': (30, 15, 5), 'model__n_iter_no_change': 30, 'scaler': StandardScaler()}",-7777734.266958293,-7798872.4434270365,-94730306.12752546,-8719765.210004132,-8683833.64166603,-25542102.33791619,34596516.51123784,47
53,5.111953449249268,2.3084168861415724,0.003598928451538086,0.001017921616432611,"MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30)","(30, 15, 5)",30,MinMaxScaler(),"{'model': MLPRegressor(early_stopping=True, hidden_layer_sizes=(20, 10), max_iter=10000,
             n_iter_no_change=30), 'model__hidden_layer_sizes': (30, 15, 5), 'model__n_iter_no_change': 30, 'scaler': MinMaxScaler()}",-8893295.811486067,-99109448.04946478,-8945642.112573555,-8786930.635136086,-8742784.702582201,-26895620.262248535,36106986.591942094,50
