,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model,param_model__max_depth,param_model__min_samples_leaf,param_scaler,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.007451200485229492,0.002867092912054078,0.002037191390991211,8.430955623192553e-05,"DecisionTreeRegressor(max_depth=20, min_samples_leaf=50)",5,1000,StandardScaler(),"{'model': DecisionTreeRegressor(max_depth=20, min_samples_leaf=50), 'model__max_depth': 5, 'model__min_samples_leaf': 1000, 'scaler': StandardScaler()}",-7672791.294726636,-7673133.169681201,-7991382.412147846,-7897321.681707243,-7719531.438810032,-7790831.999414591,129946.84521652071,49
1,0.005315637588500977,0.0003777364079621083,0.0018071174621582032,0.00039159249956277094,"DecisionTreeRegressor(max_depth=20, min_samples_leaf=50)",5,1000,MinMaxScaler(),"{'model': DecisionTreeRegressor(max_depth=20, min_samples_leaf=50), 'model__max_depth': 5, 'model__min_samples_leaf': 1000, 'scaler': MinMaxScaler()}",-7672791.294726636,-7673133.169681201,-7991382.412147846,-7897321.681707243,-7719531.438810032,-7790831.999414591,129946.84521652071,49
2,0.005874919891357422,0.0004486411139097246,0.0017999172210693359,0.00039955936809617297,"DecisionTreeRegressor(max_depth=20, min_samples_leaf=50)",5,500,StandardScaler(),"{'model': DecisionTreeRegressor(max_depth=20, min_samples_leaf=50), 'model__max_depth': 5, 'model__min_samples_leaf': 500, 'scaler': StandardScaler()}",-7532648.645067389,-7558196.694507783,-7880683.917557504,-7704260.64894162,-7521187.879510356,-7639395.55711693,137396.33662350467,47
3,0.005824470520019531,0.00041406023870746986,0.001520061492919922,0.00045128732735075407,"DecisionTreeRegressor(max_depth=20, min_samples_leaf=50)",5,500,MinMaxScaler(),"{'model': DecisionTreeRegressor(max_depth=20, min_samples_leaf=50), 'model__max_depth': 5, 'model__min_samples_leaf': 500, 'scaler': MinMaxScaler()}",-7532648.645067389,-7558196.694507783,-7880683.917557504,-7704260.64894162,-7521187.879510356,-7639395.55711693,137396.33662350467,47
4,0.006233692169189453,0.00038537494143781097,0.0014564037322998048,0.0003969810271410613,"DecisionTreeRegressor(max_depth=20, min_samples_leaf=50)",5,200,StandardScaler(),"{'model': DecisionTreeRegressor(max_depth=20, min_samples_leaf=50), 'model__max_depth': 5, 'model__min_samples_leaf': 200, 'scaler': StandardScaler()}",-7525997.888262454,-7504576.034257955,-7809380.319807019,-7631988.500943914,-7463301.253310449,-7587048.799316359,124332.86584442398,35
5,0.006400632858276367,0.0004924795407782043,0.002091503143310547,0.00019102632188452992,"DecisionTreeRegressor(max_depth=20, min_samples_leaf=50)",5,200,MinMaxScaler(),"{'model': DecisionTreeRegressor(max_depth=20, min_samples_leaf=50), 'model__max_depth': 5, 'model__min_samples_leaf': 200, 'scaler': MinMaxScaler()}",-7525997.888262454,-7504576.034257955,-7809380.319807019,-7631988.500943914,-7463301.253310449,-7587048.799316359,124332.86584442398,35
6,0.0060446739196777345,4.6548539559080665e-05,0.001801919937133789,0.0004007686366664234,"DecisionTreeRegressor(max_depth=20, min_samples_leaf=50)",5,100,StandardScaler(),"{'model': DecisionTreeRegressor(max_depth=20, min_samples_leaf=50), 'model__max_depth': 5, 'model__min_samples_leaf': 100, 'scaler': StandardScaler()}",-7468473.612260674,-7504171.005807569,-7778266.413787285,-7606711.4114641715,-7465692.111952337,-7564662.911054407,118407.26636840255,33
7,0.005739259719848633,0.00042999004305845106,0.0019274234771728515,0.0005091278429654619,"DecisionTreeRegressor(max_depth=20, min_samples_leaf=50)",5,100,MinMaxScaler(),"{'model': DecisionTreeRegressor(max_depth=20, min_samples_leaf=50), 'model__max_depth': 5, 'model__min_samples_leaf': 100, 'scaler': MinMaxScaler()}",-7468473.612260674,-7504171.005807569,-7778266.413787285,-7606711.4114641715,-7465692.111952337,-7564662.911054407,118407.26636840255,33
8,0.006488037109375,0.0004502648178434149,0.00154876708984375,0.00045653770111928613,"DecisionTreeRegressor(max_depth=20, min_samples_leaf=50)",5,50,StandardScaler(),"{'model': DecisionTreeRegressor(max_depth=20, min_samples_leaf=50), 'model__max_depth': 5, 'model__min_samples_leaf': 50, 'scaler': StandardScaler()}",-7427960.60553494,-7523310.213889232,-7720856.488549847,-7519961.748966539,-7407073.881309388,-7519832.587649989,110975.40831486521,21
9,0.006509208679199218,0.0006653662514089506,0.0018315792083740234,0.0003728501431277397,"DecisionTreeRegressor(max_depth=20, min_samples_leaf=50)",5,50,MinMaxScaler(),"{'model': DecisionTreeRegressor(max_depth=20, min_samples_leaf=50), 'model__max_depth': 5, 'model__min_samples_leaf': 50, 'scaler': MinMaxScaler()}",-7427960.60553494,-7523310.213889232,-7720856.488549847,-7519961.748966539,-7407073.881309388,-7519832.587649989,110975.40831486521,21
